,Entity,Iteration,Probability,Relation,Value
2369,concept:sportsteam:chicago_bulls,1070,0.96875,concept:teamplaysagainstteam,concept:sportsteam:sacramento_kings
2370,concept:sportsteam:chicago_bulls,1070,0.9375,concept:teamplaysagainstteam,concept:sportsteam:huskies
2371,concept:sportsteam:chicago_bulls,1070,0.9375,concept:teamplaysagainstteam,concept:sportsteam:zips
2372,concept:sportsteam:chicago_bulls,1069,0.9969087036327986,concept:teamplaysagainstteam,concept:sportsteam:hornets_charlotte_bobcats__7_50
2373,concept:sportsteam:chicago_bulls,1069,0.9999770762681662,concept:teamplaysagainstteam,concept:sportsteam:hornets_nba_live_29_03_2012
2374,concept:sportsteam:chicago_bulls,1069,1.0,concept:teamplaysagainstteam,concept:sportsteam:los_angeles_lakers
2375,concept:sportsteam:chicago_bulls,1069,0.999978590671103,concept:teamplaysagainstteam,concept:sportsteam:magic
2376,concept:sportsteam:chicago_bulls,1069,1.0,concept:teamplaysagainstteam,concept:sportsteam:utah_jazz
2377,concept:sportsteam:chicago_bulls,1069,0.9999890852524025,concept:teamplaysagainstteam,concept:sportsteam:dallas_mavericks
2378,concept:sportsteam:chicago_bulls,1069,1.0,concept:teamplaysagainstteam,concept:sportsteam:ball_state_university
2379,concept:sportsteam:chicago_bulls,1069,1.0,concept:teamplaysagainstteam,concept:sportsteam:akron
2380,concept:sportsteam:chicago_bulls,1069,0.99999996659782,concept:teamplaysagainstteam,concept:sportsteam:milwaukee_bucks_tickets
2381,concept:sportsteam:chicago_bulls,1069,0.9375,concept:teamplaysagainstteam,concept:sportsteam:yankees
2382,concept:sportsteam:chicago_bulls,1070,1.0,concept:teamplaysagainstteam,concept:sportsteam:rutgers
2383,concept:sportsteam:chicago_bulls,1070,0.9999996510297422,concept:teamplaysagainstteam,concept:sportsteam:miami_hurricanes
2384,concept:sportsteam:chicago_bulls,1070,0.9961291523374437,concept:teamplaysagainstteam,concept:sportsteam:new_jersey_nets
2385,concept:sportsteam:chicago_bulls,1070,1.0,concept:teamplaysinleague,concept:sportsleague:nba
2386,concept:sportsteam:chicago_bulls,1070,1.0,concept:teamplayssport,concept:sport:basketball
2387,concept:sportsteam:current_capitals,1070,1.0,concept:teamplaysagainstteam,concept:sportsteam:rangers
2388,concept:sportsteam:current_capitals,1070,1.0,concept:teamplaysagainstteam,concept:sportsteam:red_wings
2389,concept:sportsteam:current_capitals,1070,0.9981627993189367,concept:teamplaysagainstteam,concept:sportsteam:carolina_hurricanes_hockey
2390,concept:sportsteam:current_capitals,1070,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:islanders
2391,concept:sportsteam:current_capitals,1070,0.9375,concept:teamplaysagainstteam,concept:sportsteam:chicago_blackhawks
2392,concept:sportsteam:current_capitals,1070,0.9375,concept:teamplaysagainstteam,concept:sportsteam:ottawa_senators
2393,concept:sportsteam:current_capitals,1070,0.9375,concept:teamplaysagainstteam,concept:sportsteam:montreal_canadiens
2394,concept:sportsteam:current_capitals,1070,1.0,concept:teamplaysagainstteam,concept:sportsteam:boston_bruins
2395,concept:sportsteam:current_capitals,1070,0.9375,concept:teamplaysagainstteam,concept:sportsteam:new_jersey_devils
2396,concept:sportsteam:current_capitals,1070,0.9999999999572765,concept:teamplaysinleague,concept:sportsleague:nhl
2397,concept:sportsteam:current_capitals,1070,1.0,concept:teamplayssport,concept:sport:hockey
2398,concept:sportsteam:northern_michigan_university,1070,0.96875,concept:teamplayssport,concept:sport:football
2399,concept:sportsteam:central_connecticut_blue_devils,1070,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
2400,concept:sportsteam:l_a__kings,1070,0.96875,concept:teamplaysagainstteam,concept:sportsteam:bruins
2401,concept:sportsteam:l_a__kings,1070,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:anaheim_ducks
2402,concept:sportsteam:l_a__kings,1070,1.0,concept:teamplaysinleague,concept:sportsleague:nhl
2403,concept:sportsteam:l_a__kings,1070,1.0,concept:teamplayssport,concept:sport:hockey
2404,concept:sportsteam:clemson_tigers,1070,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
2405,concept:sportsteam:depaul_university,1070,0.9999990463256836,concept:teamplaysinleague,concept:sportsleague:international
2406,concept:sportsteam:central_oklahoma_bronchos,1057,0.9999998336152288,concept:teamplaysagainstteam,concept:sportsteam:nittany_lions
2407,concept:sportsteam:central_oklahoma_bronchos,1061,0.9999999999998537,concept:teamplaysagainstteam,concept:sportsteam:red_raiders
2408,concept:sportsteam:central_oklahoma_bronchos,1070,0.9999991029324844,concept:teamplaysagainstteam,concept:sportsteam:montana_state_bobcats
2409,concept:sportsteam:central_oklahoma_bronchos,1051,1.0,concept:teamplaysagainstteam,concept:sportsteam:arkansas_razorbacks
2410,concept:sportsteam:central_oklahoma_bronchos,1070,0.9999991029324844,concept:teamplaysagainstteam,concept:sportsteam:ohio_state_buckeyes
2411,concept:sportsteam:central_oklahoma_bronchos,1070,0.9990234375,concept:teamplaysinleague,concept:sportsleague:ncaa
2412,concept:sportsteam:bethune_cookman_wildcats,1070,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
2413,concept:sportsteam:n2001_arizona_diamondbacks,1070,0.984375,concept:teamalsoknownas,concept:sportsteam:chicago_cubs_baseball
2414,concept:sportsteam:n2001_arizona_diamondbacks,1070,0.9999598820508494,concept:teamplaysagainstteam,concept:sportsteam:red_sox_this_season
2415,concept:sportsteam:n2001_arizona_diamondbacks,1070,0.984375,concept:teamplaysagainstteam,concept:sportsteam:former_san_francisco_giants
2416,concept:sportsteam:n2001_arizona_diamondbacks,1070,0.984375,concept:teamplaysagainstteam,concept:sportsteam:milwaukee_brewers
2417,concept:sportsteam:n2001_arizona_diamondbacks,1070,0.96875,concept:teamplaysagainstteam,concept:sportsteam:white_sox
2418,concept:sportsteam:n2001_arizona_diamondbacks,1070,0.9375,concept:teamplaysagainstteam,concept:sportsteam:cardinals__
2419,concept:sportsteam:n2001_arizona_diamondbacks,1070,0.9375,concept:teamplaysagainstteam,concept:sportsteam:san_diego_padres
2420,concept:sportsteam:n2001_arizona_diamondbacks,1070,0.9375,concept:teamplaysagainstteam,concept:sportsteam:padres
2421,concept:sportsteam:n2001_arizona_diamondbacks,1070,0.9999851737231964,concept:teamplaysagainstteam,concept:sportsteam:chicago_cubs_baseball
2422,concept:sportsteam:n2001_arizona_diamondbacks,1070,0.9999400136394992,concept:teamplaysagainstteam,concept:sportsteam:rockies
2423,concept:sportsteam:n2001_arizona_diamondbacks,1070,0.9998934724702997,concept:teamplaysagainstteam,concept:sportsteam:new_york_mets
2424,concept:sportsteam:n2001_arizona_diamondbacks,1070,0.9996442520861428,concept:teamplaysagainstteam,concept:sportsteam:yankees
2425,concept:sportsteam:n2001_arizona_diamondbacks,1070,0.9990234375,concept:teamplaysagainstteam,concept:sportsteam:dodgers
2426,concept:sportsteam:n2001_arizona_diamondbacks,1070,0.9990234375,concept:teamplaysagainstteam,concept:sportsteam:new_york_jets
2427,concept:sportsteam:n2001_arizona_diamondbacks,1070,0.9761310090444315,concept:teamplaysagainstteam,concept:sportsteam:colorado_rockies
2428,concept:sportsteam:n2001_arizona_diamondbacks,1070,0.96875,concept:teamplaysagainstteam,concept:sportsteam:indians
2429,concept:sportsteam:n2001_arizona_diamondbacks,1070,0.96875,concept:teamplaysagainstteam,concept:sportsteam:red_sox
2430,concept:sportsteam:n2001_arizona_diamondbacks,1070,0.9375,concept:teamplaysagainstteam,concept:sportsteam:tampa_bay_devil_rays
2431,concept:sportsteam:n2001_arizona_diamondbacks,1070,0.9375,concept:teamplaysagainstteam,concept:sportsteam:cleveland_indians
2432,concept:sportsteam:n2001_arizona_diamondbacks,1070,0.9999999999376676,concept:teamplaysinleague,concept:sportsleague:mlb
2433,concept:sportsteam:n2001_arizona_diamondbacks,1070,0.99940625,concept:teamplayssport,concept:sport:baseball
2434,concept:sportsteam:southern_utah_thunderbirds,1048,1.0,concept:teamalsoknownas,concept:sportsteam:state_university
2435,concept:sportsteam:southern_utah_thunderbirds,1070,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
2436,concept:sportsteam:san_francisco_dons,1070,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
2437,concept:sportsteam:tennessee_martin_skyhawks,1070,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
2438,concept:sportsteam:pitt_panthers,1070,0.999755859375,concept:teamplaysinleague,concept:sportsleague:ncaa
2439,concept:sportsteam:georgetown_hoyas,1070,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
2440,concept:sportsteam:california_davis_aggies,1070,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
2441,concept:sportsteam:montreal_canadiens,1045,0.99609375,concept:teamplaysagainstteam,concept:sportsteam:toronto_maple_leafs
2442,concept:sportsteam:montreal_canadiens,1048,1.0,concept:teamplaysagainstteam,concept:sportsteam:ottawa_senators
2443,concept:sportsteam:montreal_canadiens,1069,0.9999999245504435,concept:teamplaysagainstteam,concept:sportsteam:bruins
2444,concept:sportsteam:montreal_canadiens,1069,0.999755859375,concept:teamplaysagainstteam,concept:sportsteam:carolina_hurricanes_hockey
2445,concept:sportsteam:montreal_canadiens,1046,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:pittsburgh_penguins
2446,concept:sportsteam:montreal_canadiens,1045,0.9877958656489089,concept:teamplaysagainstteam,concept:sportsteam:maple_leafs
2447,concept:sportsteam:montreal_canadiens,1070,0.999970465495612,concept:teamplaysagainstteam,concept:sportsteam:rangers
2448,concept:sportsteam:montreal_canadiens,1070,0.99609375,concept:teamplaysagainstteam,concept:sportsteam:islanders
2449,concept:sportsteam:montreal_canadiens,1070,0.9913441692920214,concept:teamplaysagainstteam,concept:sportsteam:devils
2450,concept:sportsteam:montreal_canadiens,1070,0.984375,concept:teamplaysagainstteam,concept:sportsteam:blackhawks
2451,concept:sportsteam:montreal_canadiens,1070,0.96875,concept:teamplaysagainstteam,concept:sportsteam:red_wings
2452,concept:sportsteam:montreal_canadiens,1070,0.9375,concept:teamplaysagainstteam,concept:sportsteam:kings_college
2453,concept:sportsteam:montreal_canadiens,1045,1.0,concept:teamplaysagainstteam,concept:sportsteam:edmonton_oilers
2454,concept:sportsteam:montreal_canadiens,1069,0.984375,concept:teamplaysagainstteam,concept:sportsteam:boston_bruins
2455,concept:sportsteam:montreal_canadiens,1069,0.9375,concept:teamplaysagainstteam,concept:sportsteam:calgary_flames
2456,concept:sportsteam:montreal_canadiens,1069,0.96875,concept:teamplaysagainstteam,concept:sportsteam:buffalo_sabres
2457,concept:sportsteam:montreal_canadiens,1070,0.96875,concept:teamplaysagainstteam,concept:sportsteam:philadelphia_flyers
2458,concept:sportsteam:montreal_canadiens,1070,1.0,concept:teamplaysinleague,concept:sportsleague:nhl
2459,concept:sportsteam:montreal_canadiens,1070,1.0,concept:teamplayssport,concept:sport:hockey
2460,concept:sportsteam:cleveland_indians,1069,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:chicago_white_sox
2461,concept:sportsteam:cleveland_indians,1069,1.0,concept:teamplaysagainstteam,concept:sportsteam:red_sox_this_season
2462,concept:sportsteam:cleveland_indians,1069,0.96875,concept:teamplaysagainstteam,concept:sportsteam:detroit_tigers
2463,concept:sportsteam:cleveland_indians,1069,0.9915952150269471,concept:teamplaysagainstteam,concept:sportsteam:atlanta_braves_spring_training
2464,concept:sportsteam:cleveland_indians,1069,1.0,concept:teamplaysagainstteam,concept:sportsteam:white_sox
2465,concept:sportsteam:cleveland_indians,1069,1.0,concept:teamplaysagainstteam,concept:sportsteam:twins
2466,concept:sportsteam:cleveland_indians,1070,0.9375,concept:teamplaysagainstteam,concept:sportsteam:pirates
2467,concept:sportsteam:cleveland_indians,1069,0.9375,concept:teamplaysagainstteam,concept:sportsteam:tampa_bay_devil_rays
2468,concept:sportsteam:cleveland_indians,1069,1.0,concept:teamplaysagainstteam,concept:sportsteam:red_sox
2469,concept:sportsteam:cleveland_indians,1069,0.99609375,concept:teamplaysagainstteam,concept:sportsteam:yankees
2470,concept:sportsteam:cleveland_indians,1070,0.9999932639620935,concept:teamplaysagainstteam,concept:sportsteam:boston_red_sox
2471,concept:sportsteam:cleveland_indians,1070,0.9993044033301702,concept:teamplaysagainstteam,concept:sportsteam:chicago_cubs_baseball
2472,concept:sportsteam:cleveland_indians,1070,1.0,concept:teamplaysinleague,concept:sportsleague:mlb
2473,concept:sportsteam:cleveland_indians,1070,1.0,concept:teamplayssport,concept:sport:baseball
2474,concept:sportsteam:southern_mississippi_golden_eagles,1070,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
2475,concept:sportsteam:centenary_college_gents,1070,0.9990234375,concept:teamplaysinleague,concept:sportsleague:ncaa
2476,concept:sportsteam:miami_dolphins_football_team,1070,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:minnesota_vikings
2477,concept:sportsteam:miami_dolphins_football_team,1070,0.984375,concept:teamplaysagainstteam,concept:sportsteam:baltimore_colts
2478,concept:sportsteam:miami_dolphins_football_team,1070,0.96875,concept:teamplaysagainstteam,concept:sportsteam:bears_29_17
2479,concept:sportsteam:miami_dolphins_football_team,1070,0.9375,concept:teamplaysagainstteam,concept:sportsteam:seahawks
2480,concept:sportsteam:miami_dolphins_football_team,1070,1.0,concept:teamplaysagainstteam,concept:sportsteam:new_england_patriots
2481,concept:sportsteam:miami_dolphins_football_team,1070,0.9999998972917191,concept:teamplaysagainstteam,concept:sportsteam:new_york_jets
2482,concept:sportsteam:miami_dolphins_football_team,1070,0.9534957126665458,concept:teamplaysagainstteam,concept:sportsteam:bills
2483,concept:sportsteam:miami_dolphins_football_team,1070,1.0,concept:teamplaysinleague,concept:sportsleague:nfl
2484,concept:sportsteam:miami_dolphins_football_team,1070,0.99425,concept:teamplayssport,concept:sport:football
2485,concept:sportsteam:nebraska_cornhuskers,1070,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
2486,concept:sportsteam:eastern_wyoming_college_lancers,1070,0.99951171875,concept:teamplaysinleague,concept:sportsleague:ncaa
2487,concept:sportsteam:talladega_college,1070,0.998046875,concept:teamplaysinleague,concept:sportsleague:ncaa
2488,concept:sportsteam:penn_state_nittany_lions,1069,0.9999997034082624,concept:teamalsoknownas,concept:sportsteam:state_university
2489,concept:sportsteam:penn_state_nittany_lions,1069,0.9999999009297316,concept:teamplaysagainstteam,concept:sportsteam:hawkeyes
2490,concept:sportsteam:penn_state_nittany_lions,1070,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
2491,concept:sportsteam:stephen_f__austin_lumberjacks,1070,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
2492,concept:sportsteam:princeton_university,1070,0.9999999981373549,concept:teamplaysinleague,concept:sportsleague:international
2493,concept:sportsteam:princeton_university,1070,0.9375,concept:teamplayssport,concept:sport:basketball
2494,concept:sportsteam:big_east_conference,1070,0.96875,concept:teamplaysinleague,concept:sportsleague:ncaa
2495,concept:sportsteam:elliott_school_of_international_affairs,1070,0.9999990463256836,concept:teamplaysinleague,concept:sportsleague:international
2496,concept:sportsteam:oregon_state_university,1070,0.998046875,concept:teamplaysinleague,concept:sportsleague:international
2497,concept:sportsteam:waseda_university,1070,0.998046875,concept:teamplaysinleague,concept:sportsleague:international
2498,concept:sportsteam:uconn,1070,0.9375,concept:teamplaysinleague,concept:sportsleague:ncaa
2499,concept:sportsteam:the_american_university,1070,0.999755859375,concept:teamplaysinleague,concept:sportsleague:international
2500,concept:sportsteam:sydney_university,1070,0.984375,concept:teamplaysinleague,concept:sportsleague:international
2501,concept:sportsteam:los_angeles_dodgers,1069,1.0,concept:teamplaysagainstteam,concept:sportsteam:red_sox_this_season
2502,concept:sportsteam:los_angeles_dodgers,1051,0.9973677677197089,concept:teamplaysagainstteam,concept:sportsteam:former_san_francisco_giants
2503,concept:sportsteam:los_angeles_dodgers,1070,0.984375,concept:teamplaysagainstteam,concept:sportsteam:pirates
2504,concept:sportsteam:los_angeles_dodgers,1067,0.984375,concept:teamplaysagainstteam,concept:sportsteam:new_york_mets
2505,concept:sportsteam:los_angeles_dodgers,1069,0.9990391962665142,concept:teamplaysagainstteam,concept:sportsteam:phillies
2506,concept:sportsteam:los_angeles_dodgers,1070,1.0,concept:teamplaysagainstteam,concept:sportsteam:chicago_cubs_baseball
2507,concept:sportsteam:los_angeles_dodgers,1070,1.0,concept:teamplaysinleague,concept:sportsleague:mlb
2508,concept:sportsteam:los_angeles_dodgers,1070,0.997625,concept:teamplayssport,concept:sport:baseball
2509,concept:sportsteam:staffordshire_university,1070,0.96875,concept:teamplaysinleague,concept:sportsleague:international
2510,concept:sportsteam:gardner_webb_runnin_bulldogs,1070,0.96875,concept:teamplaysinleague,concept:sportsleague:ncaa
2511,concept:sportsteam:atlantic_sun_conference,1070,0.9921875,concept:teamplaysinleague,concept:sportsleague:ncaa
2512,concept:sportsteam:san_diego_st_aztecs,1070,0.9375,concept:teamplaysinleague,concept:sportsleague:ncaa
2513,concept:sportsteam:lee_flames,1070,0.9999999957148538,concept:teamplaysinleague,concept:sportsleague:nhl
2514,concept:sportsteam:vilnius_university,1070,0.96875,concept:teamplaysinleague,concept:sportsleague:international
2515,concept:sportsteam:the_master_s_college_mustangs,1070,0.99609375,concept:teamplaysinleague,concept:sportsleague:ncaa
2516,concept:sportsteam:prairie_view_aandm_panthers,1070,0.96875,concept:teamplaysinleague,concept:sportsleague:ncaa
2517,concept:sportsteam:citadel_bulldogs,1070,0.999969482421875,concept:teamplaysinleague,concept:sportsleague:ncaa
2518,concept:sportsteam:red_sox_this_season,1069,0.9375,concept:teamplaysagainstteam,concept:sportsteam:california_angels
2519,concept:sportsteam:red_sox_this_season,1069,0.984375,concept:teamplaysagainstteam,concept:sportsteam:philadelphia_athletics
2520,concept:sportsteam:red_sox_this_season,1069,1.0,concept:teamplaysagainstteam,concept:sportsteam:bruins
2521,concept:sportsteam:red_sox_this_season,1069,0.9998779296875,concept:teamplaysagainstteam,concept:sportsteam:cincinnati_red_stockings
2522,concept:sportsteam:red_sox_this_season,1069,0.999999566118116,concept:teamplaysagainstteam,concept:sportsteam:oakland_athletics
2523,concept:sportsteam:red_sox_this_season,1069,0.9997740182812869,concept:teamplaysagainstteam,concept:sportsteam:padres
2524,concept:sportsteam:red_sox_this_season,1069,0.9375,concept:teamplaysagainstteam,concept:sportsteam:boston_braves
2525,concept:sportsteam:red_sox_this_season,1069,0.984375,concept:teamplaysagainstteam,concept:sportsteam:phils
2526,concept:sportsteam:red_sox_this_season,1069,1.0,concept:teamplaysagainstteam,concept:sportsteam:former_san_francisco_giants
2527,concept:sportsteam:red_sox_this_season,1069,0.9375,concept:teamplaysagainstteam,concept:sportsteam:st___louis_browns
2528,concept:sportsteam:red_sox_this_season,1069,0.99951171875,concept:teamplaysagainstteam,concept:sportsteam:kansas_city_royals
2529,concept:sportsteam:red_sox_this_season,1069,1.0,concept:teamplaysagainstteam,concept:sportsteam:boston_celtics
2530,concept:sportsteam:red_sox_this_season,1069,0.984375,concept:teamplaysagainstteam,concept:sportsteam:washington_senators
2531,concept:sportsteam:red_sox_this_season,1069,0.9999999945006094,concept:teamplaysagainstteam,concept:sportsteam:mariners
2532,concept:sportsteam:red_sox_this_season,1069,1.0,concept:teamplaysagainstteam,concept:sportsteam:toronto_blue_jays
2533,concept:sportsteam:red_sox_this_season,1069,0.9998779296875,concept:teamplaysagainstteam,concept:sportsteam:atlanta_braves_spring_training
2534,concept:sportsteam:red_sox_this_season,1069,0.99609375,concept:teamplaysagainstteam,concept:sportsteam:brewers
2535,concept:sportsteam:red_sox_this_season,1069,0.9375,concept:teamplaysagainstteam,concept:sportsteam:pittsburgh_pirates
2536,concept:sportsteam:red_sox_this_season,1069,0.9998756360974268,concept:teamplaysagainstteam,concept:sportsteam:royals
2537,concept:sportsteam:red_sox_this_season,1069,1.0,concept:teamplaysagainstteam,concept:sportsteam:baltimore_orioles
2538,concept:sportsteam:red_sox_this_season,1069,0.998046875,concept:teamplaysagainstteam,concept:sportsteam:chicago_white_sox
2539,concept:sportsteam:red_sox_this_season,1069,1.0,concept:teamplaysagainstteam,concept:sportsteam:philadelphia_phillies
2540,concept:sportsteam:red_sox_this_season,1069,1.0,concept:teamplaysagainstteam,concept:sportsteam:washington_nationals
2541,concept:sportsteam:red_sox_this_season,1069,0.9999986074319082,concept:teamplaysagainstteam,concept:sportsteam:detroit_tigers
2542,concept:sportsteam:red_sox_this_season,1069,0.9999847412109375,concept:teamplaysagainstteam,concept:sportsteam:minnesota_twins
2543,concept:sportsteam:red_sox_this_season,1069,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:milwaukee_brewers
2544,concept:sportsteam:red_sox_this_season,1069,0.9999999997711516,concept:teamplaysagainstteam,concept:sportsteam:twins
2545,concept:sportsteam:red_sox_this_season,1069,0.9999928283344832,concept:teamplaysagainstteam,concept:sportsteam:pirates
2546,concept:sportsteam:red_sox_this_season,1069,0.9375,concept:teamplaysagainstteam,concept:sportsteam:cubbies
2547,concept:sportsteam:red_sox_this_season,1069,1.0,concept:teamplaysagainstteam,concept:sportsteam:los_angeles_angels
2548,concept:sportsteam:red_sox_this_season,1069,0.9375,concept:teamplaysagainstteam,concept:sportsteam:chicago_bulls
2549,concept:sportsteam:red_sox_this_season,1069,0.9999431804496062,concept:teamplaysagainstteam,concept:sportsteam:astros_last_night
2550,concept:sportsteam:red_sox_this_season,1069,0.984375,concept:teamplaysagainstteam,concept:sportsteam:la_dodgers
2551,concept:sportsteam:red_sox_this_season,1070,1.0,concept:teamplaysagainstteam,concept:sportsteam:louis_cardinals
2552,concept:sportsteam:red_sox_this_season,1070,1.0,concept:teamplaysagainstteam,concept:sportsteam:anaheim_angels
2553,concept:sportsteam:red_sox_this_season,1070,0.9999999972286724,concept:teamplaysagainstteam,concept:sportsteam:rangers
2554,concept:sportsteam:red_sox_this_season,1070,0.9999806139407695,concept:teamplaysagainstteam,concept:sportsteam:n2001_arizona_diamondbacks
2555,concept:sportsteam:red_sox_this_season,1070,0.9997592949331643,concept:teamplaysagainstteam,concept:sportsteam:arizona_diamondbacks
2556,concept:sportsteam:red_sox_this_season,1070,0.99609375,concept:teamplaysagainstteam,concept:sportsteam:san_diego_padres
2557,concept:sportsteam:red_sox_this_season,1070,0.9926256384569929,concept:teamplaysagainstteam,concept:sportsteam:cardinals__
2558,concept:sportsteam:red_sox_this_season,1070,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:cleveland_browns
2559,concept:sportsteam:red_sox_this_season,1070,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:los_angeles_angels_of_anaheim
2560,concept:sportsteam:red_sox_this_season,1070,0.96875,concept:teamplaysagainstteam,concept:sportsteam:packers
2561,concept:sportsteam:red_sox_this_season,1070,0.96875,concept:teamplaysagainstteam,concept:sportsteam:la_angels
2562,concept:sportsteam:red_sox_this_season,1070,0.9375,concept:teamplaysagainstteam,concept:sportsteam:yankess
2563,concept:sportsteam:red_sox_this_season,1069,0.9375,concept:teamplaysagainstteam,concept:sportsteam:boston_bruins
2564,concept:sportsteam:red_sox_this_season,1069,0.9999929570227066,concept:teamplaysagainstteam,concept:sportsteam:seattle_mariners
2565,concept:sportsteam:red_sox_this_season,1069,0.9693351930832333,concept:teamplaysagainstteam,concept:sportsteam:colorado_rockies
2566,concept:sportsteam:red_sox_this_season,1069,1.0,concept:teamplaysagainstteam,concept:sportsteam:new_england_patriots
2567,concept:sportsteam:red_sox_this_season,1069,0.9385256118570635,concept:teamplaysagainstteam,concept:sportsteam:los_angeles_dodgers
2568,concept:sportsteam:red_sox_this_season,1069,1.0,concept:teamplaysagainstteam,concept:sportsteam:houston_astros
2569,concept:sportsteam:red_sox_this_season,1069,0.96875,concept:teamplaysagainstteam,concept:sportsteam:liverpool
2570,concept:sportsteam:red_sox_this_season,1069,0.9999980926513672,concept:teamplaysagainstteam,concept:sportsteam:red_sox
2571,concept:sportsteam:red_sox_this_season,1069,0.9999999999984021,concept:teamplaysagainstteam,concept:sportsteam:indians
2572,concept:sportsteam:red_sox_this_season,1069,0.9375,concept:teamplaysagainstteam,concept:sportsteam:los_angeles_lakers
2573,concept:sportsteam:red_sox_this_season,1069,0.9991509900566897,concept:teamplaysagainstteam,concept:sportsteam:blue_jays
2574,concept:sportsteam:red_sox_this_season,1069,0.9999999925494194,concept:teamplaysagainstteam,concept:sportsteam:dodgers
2575,concept:sportsteam:red_sox_this_season,1069,0.9999991876961477,concept:teamplaysagainstteam,concept:sportsteam:new_york_mets
2576,concept:sportsteam:red_sox_this_season,1069,0.9999999986103365,concept:teamplaysagainstteam,concept:sportsteam:cleveland_indians
2577,concept:sportsteam:red_sox_this_season,1069,0.9999995061311064,concept:teamplaysagainstteam,concept:sportsteam:rockies
2578,concept:sportsteam:red_sox_this_season,1069,1.0,concept:teamplaysagainstteam,concept:sportsteam:atlanta_braves
2579,concept:sportsteam:red_sox_this_season,1069,0.999755859375,concept:teamplaysagainstteam,concept:sportsteam:marlins
2580,concept:sportsteam:red_sox_this_season,1069,0.9999996137727604,concept:teamplaysagainstteam,concept:sportsteam:texas_rangers
2581,concept:sportsteam:red_sox_this_season,1069,0.9999999999999997,concept:teamplaysagainstteam,concept:sportsteam:tampa_bay_devil_rays
2582,concept:sportsteam:red_sox_this_season,1069,0.984375,concept:teamplaysagainstteam,concept:sportsteam:montreal_expos
2583,concept:sportsteam:red_sox_this_season,1069,1.0,concept:teamplaysagainstteam,concept:sportsteam:yankees
2584,concept:sportsteam:red_sox_this_season,1069,0.9605420950532102,concept:teamplaysagainstteam,concept:sportsteam:phillies
2585,concept:sportsteam:red_sox_this_season,1070,1.0,concept:teamplaysagainstteam,concept:sportsteam:tampa_bay_rays
2586,concept:sportsteam:red_sox_this_season,1070,1.0,concept:teamplaysagainstteam,concept:sportsteam:new_york_jets
2587,concept:sportsteam:red_sox_this_season,1070,1.0,concept:teamplaysagainstteam,concept:sportsteam:chicago_cubs_baseball
2588,concept:sportsteam:red_sox_this_season,1070,1.0,concept:teamplaysagainstteam,concept:sportsteam:alabama_state_university
2589,concept:sportsteam:red_sox_this_season,1070,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:boston_red_sox
2590,concept:sportsteam:red_sox_this_season,1070,0.918,concept:teamplaysinleague,concept:sportsleague:mlb
2591,concept:sportsteam:red_sox_this_season,1070,1.0,concept:teamplayssport,concept:sport:baseball
2592,concept:sportsteam:california_angels,1069,0.9375,concept:teamplaysagainstteam,concept:sportsteam:red_sox_this_season
2593,concept:sportsteam:california_angels,1070,0.98425,concept:teamplaysinleague,concept:sportsleague:mlb
2594,concept:sportsteam:california_angels,1070,0.981,concept:teamplayssport,concept:sport:baseball
2595,concept:sportsteam:tennessee_wesleyan_bulldogs,1070,0.998046875,concept:teamplaysinleague,concept:sportsleague:ncaa
2596,concept:sportsteam:arkansas_state_indians,1070,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
2597,concept:sportsteam:coppin_state_eagles,1070,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
2598,concept:sportsteam:northeastern_university,1070,0.999755859375,concept:teamplaysinleague,concept:sportsleague:international
2599,concept:sportsteam:northeastern_university,1070,1.0,concept:teamplayssport,concept:sport:basketball
2600,concept:sportsteam:southern_virginia_knights,1070,0.998046875,concept:teamplaysinleague,concept:sportsleague:ncaa
2601,concept:sportsteam:embry_riddle_eagles,1070,0.998046875,concept:teamplaysinleague,concept:sportsleague:ncaa
2602,concept:sportsteam:miami_ohio_redhawks,1070,0.9375,concept:teamplaysinleague,concept:sportsleague:ncaa
2603,concept:sportsteam:middle_tennessee_state_blue_raiders,1070,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
