,Entity,Iteration,Probability,Relation,Value
1641,concept:city:houston,1114,0.9375,concept:cityhascompanyoffice,concept:company:waste_management
1642,concept:city:houston,1104,0.9375,concept:cityhascompanyoffice,concept:radiostation:kriv
1643,concept:city:houston,1115,1.0,concept:cityhascompanyoffice,concept:biotechcompany:continental
1644,concept:city:houston,1115,0.9375,concept:cityhascompanyoffice,concept:company:delta
1645,concept:city:houston,1114,0.9415596696176014,concept:cityhascompanyoffice,concept:biotechcompany:toyota_motor
1646,concept:city:houston,1114,0.96875,concept:cityhascompanyoffice,concept:hospital:medical
1647,concept:city:houston,1103,0.984375,concept:cityhascompanyoffice,concept:company:american_airlines001
1648,concept:city:houston,1108,0.9991039697013488,concept:cityhascompanyoffice,concept:radiostation:ktrk
1649,concept:city:houston,1115,0.9864193028875464,concept:cityhascompanyoffice,concept:radiostation:kprc
1650,concept:city:athens,1103,0.9375,concept:cityhascompanyoffice,concept:company:twa
1651,concept:city:athens,1114,0.9997558593842472,concept:cityhascompanyoffice,concept:company:aegean_airlines
1652,concept:city:athens,1114,0.9375,concept:cityhascompanyoffice,concept:company:air_france001
1653,concept:city:clinton,1114,0.9990234375,concept:cityhascompanyoffice,concept:company:national
1654,concept:city:annapolis,1114,0.99609375,concept:cityhascompanyoffice,concept:company:national
1655,concept:city:baltimore,1103,0.96875,concept:cityhascompanyoffice,concept:publication:post
1656,concept:city:baltimore,1114,1.0,concept:cityhascompanyoffice,concept:company:uk__british_airways
1657,concept:city:baltimore,1103,0.9997758854048059,concept:cityhascompanyoffice,concept:transportation:southwest
1658,concept:city:las_vegas,1114,0.9980331561180091,concept:cityhascompanyoffice,concept:company:allegiant
1659,concept:city:las_vegas,1114,0.9921875,concept:cityhascompanyoffice,concept:company:virgin_america
1660,concept:city:las_vegas,1114,0.96875,concept:cityhascompanyoffice,concept:automobilemaker:acura
1661,concept:city:las_vegas,1115,0.9990234375,concept:cityhascompanyoffice,concept:company:delta
1662,concept:city:las_vegas,1115,0.9921875,concept:cityhascompanyoffice,concept:company:northwest_airlines
1663,concept:city:las_vegas,1115,0.9869840909227772,concept:cityhascompanyoffice,concept:biotechcompany:continental
1664,concept:city:las_vegas,1115,0.96875,concept:cityhascompanyoffice,concept:blog:fox_news
1665,concept:city:las_vegas,1114,0.9375,concept:cityhascompanyoffice,concept:company:uk__british_airways
1666,concept:city:las_vegas,1114,0.99609375,concept:cityhascompanyoffice,concept:transportation:southwest
1667,concept:city:columbus,1109,0.9375,concept:cityhascompanyoffice,concept:automobilemaker:honda
1668,concept:city:columbus,1114,0.9990938083083186,concept:cityhascompanyoffice,concept:company:battelle
1669,concept:city:columbus,1114,0.9999999997671694,concept:cityhascompanyoffice,concept:company:national
1670,concept:city:katmandu,1115,0.9375,concept:cityhascompanyoffice,concept:company:air_indian_airlines
1671,concept:city:plano,1114,1.0,concept:cityhascompanyoffice,concept:company:eds
1672,concept:city:somerville,1114,0.9375,concept:cityhascompanyoffice,concept:company:national
1673,concept:city:madison,1114,0.9998779296875,concept:cityhascompanyoffice,concept:company:national
1674,concept:city:tehran,1103,0.9999999999860276,concept:cityhascompanyoffice,concept:company:quds_force
1675,concept:city:toulouse,1112,0.9375,concept:cityhascompanyoffice,concept:company:easyjet
1676,concept:city:toulouse,1103,0.9972775271924149,concept:cityhascompanyoffice,concept:company:airbus
1677,concept:city:reykjavik,1103,0.9990234375,concept:cityhascompanyoffice,concept:company:icelandair
1678,concept:city:newberg,1114,0.9375,concept:cityhascompanyoffice,concept:company:national
1679,concept:city:saint_louis,1107,0.96875,concept:cityhascompanyoffice,concept:company:twa
1680,concept:city:saint_louis,1103,0.984375,concept:cityhascompanyoffice,concept:bank:scottrade
1681,concept:city:saint_louis,1114,0.9999999999999991,concept:cityhascompanyoffice,concept:company:national
1682,concept:city:saint_louis,1114,1.0,concept:cityhascompanyoffice,concept:company:anheuser_busch_companies
1683,concept:city:eindhoven,1114,0.9999999999996801,concept:cityhascompanyoffice,concept:company:ryanair
1684,concept:city:chicago__illinois,1114,0.99609375,concept:cityhascompanyoffice,concept:automobilemaker:nissan
1685,concept:city:astoria,1114,0.9921875,concept:cityhascompanyoffice,concept:company:national
1686,concept:city:luxembourg,1103,0.984375,concept:cityhascompanyoffice,concept:company:luxair
1687,concept:city:groton,1114,0.984375,concept:cityhascompanyoffice,concept:biotechcompany:pfizer
1688,concept:city:division,1114,0.998046875,concept:cityhascompanyoffice,concept:company:national
1689,concept:city:miami__florida,1114,0.984375,concept:cityhascompanyoffice,concept:automobilemaker:nissan
1690,concept:city:seattle,1109,0.9375,concept:cityhascompanyoffice,concept:automobilemaker:honda
1691,concept:city:seattle,1107,0.96875,concept:cityhascompanyoffice,concept:newspaper:chronicle
1692,concept:city:seattle,1104,0.9817690207202734,concept:cityhascompanyoffice,concept:televisionstation:kcts
1693,concept:city:seattle,1109,0.9999999986018886,concept:cityhascompanyoffice,concept:newspaper:seattle_pi
1694,concept:city:seattle,1115,0.99609375,concept:cityhascompanyoffice,concept:company:delta
1695,concept:city:seattle,1106,0.992425424380068,concept:cityhascompanyoffice,concept:company:horizon
1696,concept:city:seattle,1107,0.999755859375,concept:cityhascompanyoffice,concept:company:capitol
1697,concept:city:seattle,1114,0.9999999999995453,concept:cityhascompanyoffice,concept:company:national
1698,concept:city:seattle,1114,0.96875,concept:cityhascompanyoffice,concept:company:sas
1699,concept:city:seattle,1114,0.96875,concept:cityhascompanyoffice,concept:transportation:continental_airlines
1700,concept:city:seattle,1103,0.9375,concept:cityhascompanyoffice,concept:company:press
1701,concept:city:seattle,1103,0.9375,concept:cityhascompanyoffice,concept:company:cybercoders
1702,concept:city:seattle,1114,1.0,concept:cityhascompanyoffice,concept:company:alaska_air
1703,concept:city:seattle,1114,1.0,concept:cityhascompanyoffice,concept:website:amazon_com
1704,concept:city:seattle,1103,0.9921875,concept:cityhascompanyoffice,concept:publication:post
1705,concept:city:seattle,1114,0.9375,concept:cityhascompanyoffice,concept:company:uk__british_airways
1706,concept:city:seattle,1103,0.96875,concept:cityhascompanyoffice,concept:company:american_airlines001
1707,concept:city:seattle,1114,1.0,concept:cityhascompanyoffice,concept:newspaper:seattle_p_i
1708,concept:city:seattle,1112,0.9990419930154233,concept:cityhascompanyoffice,concept:televisionstation:komo_tv
1709,concept:city:seattle,1115,0.9921875,concept:cityhascompanyoffice,concept:company:capital
1710,concept:city:seattle,1115,1.0,concept:cityhascompanyoffice,concept:retailstore:google
1711,concept:city:addis_ababa,1114,0.9644000615571335,concept:cityhascompanyoffice,concept:company:african_union
1712,concept:city:addis_ababa,1103,1.0,concept:cityhascompanyoffice,concept:company:ethiopian_airlines
1713,concept:city:lake_tahoe,1114,0.99609375,concept:cityhascompanyoffice,concept:company:national
1714,concept:city:pataskala,1114,0.96875,concept:cityhascompanyoffice,concept:company:national
1715,concept:city:emeryville,1114,0.9999999999999885,concept:cityhascompanyoffice,concept:company:pixar_animation_studios
1716,concept:city:montrose,1114,0.99993896484375,concept:cityhascompanyoffice,concept:company:national
1717,concept:city:claymont,1114,0.99609375,concept:cityhascompanyoffice,concept:company:national
1718,concept:city:jacksonville,1108,0.9128089350748659,concept:cityhascompanyoffice,concept:biotechcompany:csx_corporation
1719,concept:city:jacksonville,1114,0.99951171875,concept:cityhascompanyoffice,concept:company:national
1720,concept:city:jacksonville,1108,0.9375,concept:cityhascompanyoffice,concept:televisionstation:wjxt
1721,concept:city:franklin,1114,0.96875,concept:cityhascompanyoffice,concept:company:national
1722,concept:city:alameda,1114,0.984375,concept:cityhascompanyoffice,concept:company:national
1723,concept:city:belfast,1109,0.9375,concept:cityhascompanyoffice,concept:company:flybe
1724,concept:city:belfast,1112,0.984375,concept:cityhascompanyoffice,concept:company:easyjet
1725,concept:city:monterey,1103,0.9999700399435668,concept:cityhascompanyoffice,concept:radiostation:ksms
1726,concept:city:monterey,1114,0.998046875,concept:cityhascompanyoffice,concept:company:national
1727,concept:city:bergamo,1114,0.9375,concept:cityhascompanyoffice,concept:company:ryanair
1728,concept:city:heathrow,1114,1.0,concept:cityhascompanyoffice,concept:company:iberia
1729,concept:city:heathrow,1103,0.9998933210985044,concept:cityhascompanyoffice,concept:company:air_canada
1730,concept:city:heathrow,1104,0.96875,concept:cityhascompanyoffice,concept:airport:air_mauritius
1731,concept:city:heathrow,1103,0.96875,concept:cityhascompanyoffice,concept:company:aer_lingus
1732,concept:city:heathrow,1103,1.0,concept:cityhascompanyoffice,concept:company:kenya_airways
1733,concept:city:heathrow,1103,0.9375,concept:cityhascompanyoffice,concept:recordlabel:olympic
1734,concept:city:heathrow,1114,0.9999999684338408,concept:cityhascompanyoffice,concept:company:ba
1735,concept:city:heathrow,1115,1.0,concept:cityhascompanyoffice,concept:biotechcompany:continental
1736,concept:city:heathrow,1115,0.984375,concept:cityhascompanyoffice,concept:company:delta
1737,concept:city:heathrow,1114,0.9634238650981517,concept:cityhascompanyoffice,concept:company:jet_airways
1738,concept:city:heathrow,1114,0.9971839176436931,concept:cityhascompanyoffice,concept:company:cathay_pacific
1739,concept:city:heathrow,1114,1.0,concept:cityhascompanyoffice,concept:recordlabel:virgin_airlines
1740,concept:city:heathrow,1114,0.99993896484375,concept:cityhascompanyoffice,concept:company:bmi
1741,concept:city:heathrow,1114,0.998046875,concept:cityhascompanyoffice,concept:company:emirates
1742,concept:city:heathrow,1114,0.9375,concept:cityhascompanyoffice,concept:company:qatar_airways
1743,concept:city:heathrow,1103,0.9999984217995769,concept:cityhascompanyoffice,concept:company:virgin001
1744,concept:city:heathrow,1114,0.9962473028416251,concept:cityhascompanyoffice,concept:company:air_france001
1745,concept:city:heathrow,1103,0.9921875,concept:cityhascompanyoffice,concept:company:turkish_airlines
1746,concept:city:raleigh,1114,0.999857220073493,concept:cityhascompanyoffice,concept:company:national
1747,concept:city:hamtramck,1114,0.9375,concept:cityhascompanyoffice,concept:company:national
1748,concept:city:bethesda,1115,0.96875,concept:cityhascompanyoffice,concept:newspaper:the_national
1749,concept:city:bethesda,1114,0.9999999999708962,concept:cityhascompanyoffice,concept:company:national
1750,concept:city:bethesda,1115,0.96875,concept:cityhascompanyoffice,concept:company:marriott_international
1751,concept:city:lisbon,1103,0.99609375,concept:cityhascompanyoffice,concept:biotechcompany:tap
1752,concept:city:new_york,1115,1.0,concept:cityhascompanyoffice,concept:publication:time_out_ny
1753,concept:city:new_york,1114,0.9999998780842123,concept:cityhascompanyoffice,concept:bank:lehman_brothers
1754,concept:city:new_york,1115,1.0,concept:cityhascompanyoffice,concept:company:delta_air_lines
1755,concept:city:new_york,1114,0.9375,concept:cityhascompanyoffice,concept:transportation:southwest
1756,concept:city:new_york,1115,1.0,concept:cityhascompanyoffice,concept:company:nbc_universal001
1757,concept:city:new_york,1115,1.0,concept:cityhascompanyoffice,concept:blog:fox_news
1758,concept:city:new_york,1114,0.9375,concept:cityhascompanyoffice,concept:publication:utne_reader
1759,concept:city:new_york,1115,1.0,concept:cityhascompanyoffice,concept:newspaper:pbs
1760,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:bank:citigroup_global_markets
1761,concept:city:new_york,1114,0.99609375,concept:cityhascompanyoffice,concept:company:comcast_cable_tv
1762,concept:city:new_york,1114,0.9375,concept:cityhascompanyoffice,concept:newspaper:new_york_law_journal
1763,concept:city:new_york,1114,0.96875,concept:cityhascompanyoffice,concept:website:the_washington_times
1764,concept:city:new_york,1114,0.9375,concept:cityhascompanyoffice,concept:website:the_new_york_post
1765,concept:city:new_york,1114,0.9375,concept:cityhascompanyoffice,concept:website:national_catholic_reporter
1766,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:company:national_public_radio
1767,concept:city:new_york,1114,0.9375,concept:cityhascompanyoffice,concept:company:discovery_channel
1768,concept:city:new_york,1115,0.9380956291111663,concept:cityhascompanyoffice,concept:website:tribune_co
1769,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:publication:vanity_fair001
1770,concept:city:new_york,1114,0.9375,concept:cityhascompanyoffice,concept:newspaper:pravda
1771,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:company:cnbc
1772,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:company:globe
1773,concept:city:new_york,1114,0.9999999956392864,concept:cityhascompanyoffice,concept:company:reuters
1774,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:website:new_yorker_magazine
1775,concept:city:new_york,1114,0.9375,concept:cityhascompanyoffice,concept:website:daily_telegraph
1776,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:company:northwest_airlines
1777,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:magazine:newsweek
1778,concept:city:new_york,1114,0.9275621816191753,concept:cityhascompanyoffice,concept:newspaper:inquirer
1779,concept:city:new_york,1114,0.9976373377083996,concept:cityhascompanyoffice,concept:newspaper:enquirer
1780,concept:city:new_york,1114,0.9375,concept:cityhascompanyoffice,concept:automobilemaker:essence
1781,concept:city:new_york,1114,0.96875,concept:cityhascompanyoffice,concept:blog:gawker
1782,concept:city:new_york,1114,0.98281341474133,concept:cityhascompanyoffice,concept:newspaper:herald
1783,concept:city:new_york,1115,1.0,concept:cityhascompanyoffice,concept:politicsblog:cnn
1784,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:website:gourmet_magazine
1785,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:magazine:rolling_stone_magazine
1786,concept:city:new_york,1114,0.999999810184692,concept:cityhascompanyoffice,concept:website:new_york_daily_news
1787,concept:city:new_york,1115,1.0,concept:cityhascompanyoffice,concept:company:the_today_show
1788,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:company:sas
1789,concept:city:new_york,1114,0.9375,concept:cityhascompanyoffice,concept:publication:the_believer
1790,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:company:viacom
1791,concept:city:new_york,1114,0.99609375,concept:cityhascompanyoffice,concept:newspaper:l__a__times
1792,concept:city:new_york,1114,0.9999999343891505,concept:cityhascompanyoffice,concept:company:new_york_lawyer
1793,concept:city:new_york,1115,0.9999999999990062,concept:cityhascompanyoffice,concept:company:delta
1794,concept:city:new_york,1114,0.98438438722109,concept:cityhascompanyoffice,concept:website:daily_news
1795,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:website:new_york_magazine
1796,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:biotechcompany:alcoa
1797,concept:city:new_york,1114,0.96875,concept:cityhascompanyoffice,concept:newspaper:the_economist
1798,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:newspaper:the_new_york_times_book_review
1799,concept:city:new_york,1115,1.0,concept:cityhascompanyoffice,concept:newspaper:bloomberg_news
1800,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:newspaper:journal
1801,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:company:jet_blue
1802,concept:city:new_york,1115,1.0,concept:cityhascompanyoffice,concept:company:new_republic
1803,concept:city:new_york,1114,0.9999999999427488,concept:cityhascompanyoffice,concept:company:mtv
1804,concept:city:new_york,1114,0.984375,concept:cityhascompanyoffice,concept:magazine:national_geographic_magazine
1805,concept:city:new_york,1115,1.0,concept:cityhascompanyoffice,concept:biotechcompany:continental
1806,concept:city:new_york,1114,0.9375,concept:cityhascompanyoffice,concept:newspaper:the_south_china_morning_post
1807,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:company:uk__british_airways
1808,concept:city:new_york,1115,0.9375,concept:cityhascompanyoffice,concept:website:foreign_policy
1809,concept:city:new_york,1115,1.0,concept:cityhascompanyoffice,concept:bank:general_electric
1810,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:newspaper:usa_today
1811,concept:city:new_york,1114,0.9375,concept:cityhascompanyoffice,concept:publication:paris_match
1812,concept:city:new_york,1114,0.999999861262918,concept:cityhascompanyoffice,concept:bank:american_express
1813,concept:city:new_york,1115,1.0,concept:cityhascompanyoffice,concept:company:metlife
1814,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:magazine:forbes
1815,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:newspaper:the_times_literary_supplement
1816,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:company:south_african_airways
1817,concept:city:new_york,1114,0.9375,concept:cityhascompanyoffice,concept:website:detroit_news
1818,concept:city:new_york,1114,0.9433730999149963,concept:cityhascompanyoffice,concept:company:national
1819,concept:city:new_york,1114,0.9978204701073352,concept:cityhascompanyoffice,concept:newspaper:national_enquirer
1820,concept:city:new_york,1114,0.9375,concept:cityhascompanyoffice,concept:publication:u_s__news___world_report
1821,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:newspaper:newsday
1822,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:blog:about_com
1823,concept:city:new_york,1114,0.9927436949069458,concept:cityhascompanyoffice,concept:magazine:vogue
1824,concept:city:new_york,1115,1.0,concept:cityhascompanyoffice,concept:website:the_independent
1825,concept:city:new_york,1114,0.9375,concept:cityhascompanyoffice,concept:website:the_associated_press
1826,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:company:turkish_airlines
1827,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:website:cbs_corporation
1828,concept:city:new_york,1114,0.96875,concept:cityhascompanyoffice,concept:website:buffalo_evening_news
1829,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:newspaper:the_times
1830,concept:city:new_york,1115,0.9999009683337192,concept:cityhascompanyoffice,concept:blog:time_warner
1831,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:website:la_times
1832,concept:city:new_york,1114,0.9375,concept:cityhascompanyoffice,concept:newspaper:telegraph
1833,concept:city:new_york,1114,0.9942848622649759,concept:cityhascompanyoffice,concept:publication:post
1834,concept:city:new_york,1115,1.0,concept:cityhascompanyoffice,concept:televisionnetwork:london_sunday_times
1835,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:politicsblog:the_american
1836,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:website:variety
1837,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:company:fortune
1838,concept:city:new_york,1115,0.9981044970291216,concept:cityhascompanyoffice,concept:company:cnn__good_morning_america
1839,concept:city:new_york,1114,0.999207746669754,concept:cityhascompanyoffice,concept:company:time_warner
1840,concept:city:new_york,1115,1.0,concept:cityhascompanyoffice,concept:company:bloomberg
1841,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:newspaper:village_voice
1842,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:website:wall_street_journal
1843,concept:city:new_york,1114,0.96875,concept:cityhascompanyoffice,concept:politicsblog:examiner
1844,concept:city:new_york,1114,0.9905168366561772,concept:cityhascompanyoffice,concept:website:financial_times
1845,concept:city:new_york,1114,0.984375,concept:cityhascompanyoffice,concept:newspaper:seattle_times_technology
1846,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:newspaper:uk_guardian
1847,concept:city:new_york,1114,0.9375,concept:cityhascompanyoffice,concept:publication:bookforum
1848,concept:city:new_york,1114,0.998046875,concept:cityhascompanyoffice,concept:company:air_india
1849,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:company:american_airlines001
1850,concept:city:new_york,1114,0.96875,concept:cityhascompanyoffice,concept:website:the_los_angeles_times
1851,concept:city:new_york,1114,0.9375,concept:cityhascompanyoffice,concept:website:outside_magazine
1852,concept:city:new_york,1115,0.984375,concept:cityhascompanyoffice,concept:website:the_globe_and_mail
1853,concept:city:new_york,1114,0.96875,concept:cityhascompanyoffice,concept:magazine:conde_nast_traveler
1854,concept:city:new_york,1115,0.9999999998524787,concept:cityhascompanyoffice,concept:bank:goldman_sachs
1855,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:newspaper:the_boston_globe_magazine
1856,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:website:msnbc
1857,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:newspaper:the_new_york_observer
1858,concept:city:new_york,1114,0.9999999999716509,concept:cityhascompanyoffice,concept:company:glsen
1859,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:website:slate_magazine
1860,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:website:new_york_times
1861,concept:city:new_york,1114,0.9999176590091396,concept:cityhascompanyoffice,concept:company:aer_lingus
1862,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:newspaper:national_review
1863,concept:city:new_york,1114,0.96875,concept:cityhascompanyoffice,concept:website:money_magazine
1864,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:company:al_jazeera_international
1865,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:newspaper:publishers_weekly
1866,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:website:the_new_york_times
1867,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:company:air_jamaica
1868,concept:city:new_york,1115,0.96875,concept:cityhascompanyoffice,concept:newspaper:l_a__weekly
1869,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:magazine:playboy_enterprises_international
1870,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:bank:citicorp
1871,concept:city:new_york,1114,0.9375,concept:cityhascompanyoffice,concept:website:san_jose_mercury_news
1872,concept:city:new_york,1114,0.9273350774633644,concept:cityhascompanyoffice,concept:company:social
1873,concept:city:new_york,1115,0.9999999990041826,concept:cityhascompanyoffice,concept:website:nbc_news
1874,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:website:espn_com
1875,concept:city:new_york,1114,0.96875,concept:cityhascompanyoffice,concept:newspaper:amsterdam_news
1876,concept:city:new_york,1115,0.99951171875,concept:cityhascompanyoffice,concept:website:sun_times
1877,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:biotechcompany:citigroup
1878,concept:city:new_york,1114,0.9999999999907253,concept:cityhascompanyoffice,concept:biotechcompany:pfizer
1879,concept:city:new_york,1115,0.984375,concept:cityhascompanyoffice,concept:website:yahoo
1880,concept:city:new_york,1114,0.96875,concept:cityhascompanyoffice,concept:newspaper:sydney_morning_herald
1881,concept:city:new_york,1114,0.9362368082064765,concept:cityhascompanyoffice,concept:company:cnn
1882,concept:city:new_york,1115,1.0,concept:cityhascompanyoffice,concept:biotechcompany:comcast_cable
1883,concept:city:new_york,1114,0.9993882291596518,concept:cityhascompanyoffice,concept:company:ap_news
1884,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:building:life
1885,concept:city:new_york,1114,0.9274533056642698,concept:cityhascompanyoffice,concept:company:hearst
1886,concept:city:new_york,1114,0.96875,concept:cityhascompanyoffice,concept:website:the_herald_tribune
1887,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:website:people_
1888,concept:city:new_york,1114,0.9375,concept:cityhascompanyoffice,concept:politicsblog:the_washington_monthly
1889,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:recordlabel:virgin_airlines
1890,concept:city:new_york,1115,1.0,concept:cityhascompanyoffice,concept:blog:__google
1891,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:company:nation
1892,concept:city:new_york,1114,0.9375,concept:cityhascompanyoffice,concept:website:new_york_tribune
1893,concept:city:new_york,1115,1.0,concept:cityhascompanyoffice,concept:newspaper:new_york_sun
1894,concept:city:new_york,1114,0.9375,concept:cityhascompanyoffice,concept:newspaper:cnet_
1895,concept:city:new_york,1114,0.96875,concept:cityhascompanyoffice,concept:company:royal_air_maroc
1896,concept:city:new_york,1114,0.9921875,concept:cityhascompanyoffice,concept:newspaper:globe_and_mail
1897,concept:city:new_york,1115,1.0,concept:cityhascompanyoffice,concept:website:abc_news
1898,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:website:houston_chronicle
1899,concept:city:new_york,1114,0.984375,concept:cityhascompanyoffice,concept:magazine:sports_illustrated
1900,concept:city:new_york,1114,0.9375,concept:cityhascompanyoffice,concept:website:u_s__news_and_world_report
1901,concept:city:new_york,1114,0.96875,concept:cityhascompanyoffice,concept:newspaper:oregonian
1902,concept:city:new_york,1115,0.9419184448130811,concept:cityhascompanyoffice,concept:website:harper_s
1903,concept:city:new_york,1114,0.9375,concept:cityhascompanyoffice,concept:publication:associated_press
1904,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:biotechcompany:comcast
1905,concept:city:new_york,1115,0.9946726954611589,concept:cityhascompanyoffice,concept:blog:salon
1906,concept:city:new_york,1115,1.0,concept:cityhascompanyoffice,concept:company:aol_video
1907,concept:city:new_york,1115,1.0,concept:cityhascompanyoffice,concept:company:new_york_life
1908,concept:city:new_york,1114,0.9999999881246197,concept:cityhascompanyoffice,concept:company:dow_jones001
1909,concept:city:new_york,1114,0.9375,concept:cityhascompanyoffice,concept:newspaper:evening_post
1910,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:newspaper:times
1911,concept:city:new_york,1114,0.9941334427185288,concept:cityhascompanyoffice,concept:televisionstation:wnbc_tv
1912,concept:city:new_york,1115,1.0,concept:cityhascompanyoffice,concept:website:dallas_morning_news
1913,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:newspaper:jewish_week
1914,concept:city:new_york,1115,0.9375,concept:cityhascompanyoffice,concept:newspaper:the_daily_show_with_jon_stewart
1915,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:newspaper:the_christian_science_monitor
1916,concept:city:new_york,1114,0.9375,concept:cityhascompanyoffice,concept:magazine:washington_monthly
1917,concept:city:new_york,1115,0.96875,concept:cityhascompanyoffice,concept:newspaper:the_san_francisco_chronicle
1918,concept:city:new_york,1114,0.9375,concept:cityhascompanyoffice,concept:newspaper:le_monde
1919,concept:city:new_york,1114,0.9375,concept:cityhascompanyoffice,concept:website:the_chicago_tribune
1920,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:website:the_nation
1921,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:radiostation:wcbs_tv
1922,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:magazine:esquire
1923,concept:city:new_york,1114,0.9706765097674542,concept:cityhascompanyoffice,concept:biotechcompany:unicef
1924,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:website:times_magazine
1925,concept:city:new_york,1115,1.0,concept:cityhascompanyoffice,concept:publication:mother_jones
1926,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:company:emirates
1927,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:recordlabel:bbc
1928,concept:city:new_york,1115,0.984375,concept:cityhascompanyoffice,concept:website:atlanta_journal_constitution
1929,concept:city:new_york,1114,0.9375,concept:cityhascompanyoffice,concept:company:wikileaks
1930,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:company:village_voice_media
1931,concept:city:new_york,1114,0.984375,concept:cityhascompanyoffice,concept:company:virgin_america
1932,concept:city:new_york,1113,1.0,concept:cityhascompanyoffice,concept:company:dow_jones_company
1933,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:company:aeroflot
1934,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:website:wired
1935,concept:city:new_york,1115,1.0,concept:cityhascompanyoffice,concept:televisionstation:wpix
1936,concept:city:new_york,1114,1.0,concept:cityhascompanyoffice,concept:museum:nasdaq
1937,concept:city:new_york,1115,0.9998484287280804,concept:cityhascompanyoffice,concept:newspaper:chronicle
1938,concept:city:new_york,1114,0.9999952721754564,concept:cityhascompanyoffice,concept:company:press
